Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:07 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.700000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.500000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.300000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-5.700000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-5.400000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-5.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.400000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.600000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.300000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-8.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-8.500000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-8.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-7.700000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-7.300000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.600000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-6.300000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-5.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-5.400000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-5.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.600000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.500000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.500000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.500000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.400000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.300000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.300000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.200000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.800000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-3.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:08 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.600000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-8.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-6.700000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.100000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-7.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-3.600000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.000000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-3.700000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-4.600000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.400000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.500000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.400000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.600000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-5.900000,
Time,AirwayPressure,
Wed Jun  9 12:32:09 2021,-6.100000,
Time,AirwayPressure,
